review_id,App_Name,user_name,review_description,rating,thumbs_up,review_date,developer_response,developer_response_date,appVersion,laguage_code,country_code
75021d3a-8ef5-42ce-a9fb-c232766f2f44,Ada Health,Kay Mattock,I actually love this app. It's helpful.,5,0,2023-10-31 21:12:22,,,3.38.0,en,us
951477a9-b269-4d0a-8e4c-e27a8bd164cf,Ada Health,Debbie Crider,Won't let me move on to the next screen. This makes it totally useless.,1,0,2023-10-31 21:07:28,,,3.38.0,en,us
9693f1ec-f82c-4cfc-8f89-21f8da08e189,Ada Health,Steph Lancaster,Like it so far . The Assessments are spot on .,5,0,2023-10-31 01:45:20,,,3.38.0,en,us
a9f7ffa1-2431-4b55-affe-b1a17e84c807,Ada Health,Carolyn Hoke,I was kind of shocked by the diagnosises as I have been to several doctors and these things were never mentioned. The first diagnosis is one that I was given just last year. Over all very informative and will discuss this with my doctor,5,0,2023-10-30 20:51:53,,,3.38.0,en,us
7ad5a57f-2eb0-4a77-ba95-4f523fe8cc25,Ada Health,Tim Sanders,Very helpful,5,0,2023-10-30 16:39:08,,,3.38.0,en,us
656ea236-8d84-4a67-b825-d47981310423,Ada Health,Tin Jinx,incredibly helpful always easy to use though I would like for medications to be accounted in the diagnosis. And the option to enter pronouns for yours and others profile would make the app more inclusive.,5,0,2023-10-30 08:46:14,,,,en,us
9e0f8c3d-1a52-420b-a865-762cc51247ed,Ada Health,Joseph Odom,Assessments are reliable and helpful,5,0,2023-10-30 06:44:36,,,3.38.0,en,us
91eece8b-853d-48b1-b8b7-9a6de423b434,Ada Health,Maria B,Correctly diagnosed with a very rare illness. Took my doctors more than two years.,5,1,2023-10-30 03:34:22,,,3.38.0,en,us
977534de-49e3-4585-970d-1239c3007050,Ada Health,Evelyn Boyce,"So easy to use, very thorough questions. Very recommended!!",5,0,2023-10-29 22:18:39,,,3.38.0,en,us
ac562708-bc0a-4252-bc96-65ec9eb3bdff,Ada Health,Shubham Jain,Add option to tell it about things i have done or something that i ate recently so it can guess more accurately. I dont fully believe on what it reports. I just use it to identify many of the unknown symptoms.,5,3,2023-10-29 15:22:05,"Hi.

We're pleased to hear you're happy with Ada.

Your support helps us grow and bring reliable health information to more people around the world. So thank you.

Best wishes,

The Ada team.",2022-02-07 09:49:37,2.45.0,en,us
3d85dc31-b1e5-41f0-a2af-f6e13186721f,Ada Health,Mahan Davoudi,Free and life saving! TYSM for this app! Keep it going,5,0,2023-10-29 11:12:02,,,3.38.0,en,us
272d959e-f95b-4162-a1be-cf84c958b573,Ada Health,Marie,Very impressed. Asked very pertinent questions and had very related answers. Highly recommend,5,0,2023-10-29 04:58:04,,,3.38.0,en,us
fd5afaa5-c970-4386-9de2-1796f05af993,Ada Health,linda shelton,Helps to eliminate symptoms and illnesses,5,0,2023-10-29 02:31:33,,,3.38.0,en,us
1025c9ff-ce09-4c7c-bcd6-3f47be2ce211,Ada Health,Chelsea Draper,correctly advised on diagnosis,5,0,2023-10-28 21:19:06,,,3.38.0,en,us
fe9e63e2-d3a2-41b4-bd25-fb4ba1ec13ff,Ada Health,Seanna Quah (柯雅雨),"A pretty good health advisory app, though not a replacement for a doctor's diagnosis but it helps you figure out what could be wrong with you and make better medical and health decisions. Remember, Ada is just an advisory. Also, you still haven't included a lot of major medical conditions and disorders like gender dysphoria, etc. Everything just leads to low self-esteem, etc. Which is wrong.",5,2,2023-10-28 15:50:47,,,3.38.0,en,us
7de65276-cc9b-4a70-ad5e-6a779919c28e,Ada Health,Ann Williams,Ada is a pretty good app over all. It even diagnosed when I was burned out. I just think more options of symptoms would be helpful and also when showing where pain is in the body you should be able to choose more than one area. I've had Ada for 2 or 3 yrs now and she's always my go to when in question.,4,0,2023-10-27 20:25:37,,,3.37.0,en,us
a5a949b0-e789-44de-9467-9ced542c78c6,Ada Health,Afifa aamar,Very helpfull app,5,0,2023-10-26 19:08:38,,,3.35.0,en,us
ae7cac53-b332-4343-bdd9-86a94358992a,Ada Health,Guccibop7,Amazing and helpful,5,0,2023-10-26 03:07:15,,,3.38.0,en,us
ffaf1642-74f6-4a35-837e-9eb294dc64a2,Ada Health,Linda Giza,Great work it lead to my treatment,5,0,2023-10-25 18:24:29,,,3.38.0,en,us
4dbc075d-cc6a-42c6-bd0e-fb2e277d492c,Ada Health,Salihu Yusuf,"Its nice, good interface, helping and easy to use. Liked it! 5star pls",5,0,2023-10-25 11:39:29,,,2.6.0,en,us
fde387e2-a54e-45fc-9e76-d07879391e93,Ada Health,Megan James,"Easy to navigate, asked, thoughtful, probing, pertinent questions, and gave helpful results in a "" report"" which is shareable in order to be saved. I've only used it once, so far, but found the experience much more easy and helpful when compared with WebMD's symptom checker. So far so good 👍, thx !",5,5,2023-10-24 17:58:27,,,3.38.0,en,us
0ccf9d56-08f9-47ca-b65e-dbb1b19b70e4,Ada Health,Ganesh Dabhade,Good app,5,0,2023-10-24 06:45:37,,,3.38.0,en,us
5408bd87-19aa-4f5f-89a6-9f0a8c3dd771,Ada Health,John Morice,Ada is very helpful for people before seeing the doctor or even to those people who no access to the doctor near their house,3,0,2023-10-24 05:28:30,,,3.30.0,en,us
0b0cbc77-9f1b-48af-8168-bcfb713097f4,Ada Health,ali fatah ali,I really like this app,5,0,2023-10-23 15:23:56,,,,en,us
ee70962c-9300-48a5-9fe6-0a1726c91db9,Ada Health,donnie spiller,"Very worthwhile app. Have provided symptoms for various ailments and diagnosis from Ada was spot-on. Ada is great for basic triage info and symptom checking. However it is always best to consult your primary physician for further diagnosis. All-in-all, Ada is still a worthwhile app to download. Very informative and knowledgeable. Highly recommended.",5,0,2023-10-23 00:21:15,,,3.37.0,en,us
710b094b-5d7a-43f9-9e8b-8db3e0dbe9d7,Ada Health,Tara Barritt,"This is so cool! It's asked after you give a symptoms, so it's mapping out possibilities to ask and it's learning as it goes what you say, like talking to a medical person ( but only ai so still see a doctor.) I love this app good job!",5,0,2023-10-22 17:25:35,,,3.37.0,en,us
6617197d-ad87-4cb8-9837-eef56365221c,Ada Health,Cristina Boroghina,Very usefull,5,0,2023-10-22 15:58:27,,,,en,us
c09f035e-977b-4111-a141-36b4bd67361c,Ada Health,Heather Dials,Awesome app i got all the info i needed. I have to add that you guys are great for creating this app. It's so easy to use and better then web MD. Thank you again..,5,0,2023-10-22 07:42:06,"Hi,
We appreciate hearing your thoughts.
It's always great to hear how Ada has helped our users.
we're always looking for ways to improve. We would love to hear more about your experience. Please feel free to email us at support@ada.com to share a bit more about your Ada journey.
Take care of yourself,
Ada Team",2023-09-01 03:31:12,3.38.0,en,us
7772aacd-79cc-4490-841e-e0cf6ee5cdd5,Ada Health,Nahid K.A,It's very helpful. Thanks.,5,0,2023-10-22 05:53:21,,,3.37.0,en,us
ed8a55a6-c02c-472d-8e41-f873810af077,Ada Health,"Heather, E , T , Milard",I could not find a flaw in this though I've only used it once it was straight-to-the-point very precise do you have took it the time making sure that all the information was in place even things that I could not think up I will definitely use this app again in the future,5,0,2023-10-21 18:44:33,,,3.38.0,en,us
35c84394-5b38-484b-acba-bb64e396d1df,Ada Health,Nick 1,Excellent app. Very thorough. Please opt. for Landscape format used on Tablets.,5,0,2023-10-21 15:32:39,"Hi,
We appreciate hearing your thoughts.
It's always great to hear how Ada has helped our users.
we're always looking for ways to improve. We would love to hear more about your experience. Please feel free to email us at support@ada.com to share a bit more about your Ada journey.
Take care of yourself,
Ada Team",2023-10-20 04:00:18,3.37.0,en,us
0a1d2980-4605-437d-9707-7231b611429b,Ada Health,Eva Woods,"Most helpful. Easy to use. Accurate. Informative. Most importantly, it's free without ads.",5,0,2023-10-20 21:03:08,,,2.43.0,en,us
dac5b37a-c914-4623-b1eb-e7ba035c6b85,Ada Health,MAPALO,"The app is good, it is accurate information on diseases for the symptoms provided and explains the diseases perfectly. Wonderful app🙏💪",4,0,2023-10-19 16:51:15,"Hi,
Thank you for your feedback.
We're really glad that Ada could help you out.
If you have further feedback you'd like to share, we'd love to hear it. Drop us a line at support@ada.com.
Take care of yourself,
Ada Team",2023-10-20 03:32:49,3.37.0,en,us
3732a303-fe04-4ad0-9205-2e5b96924c10,Ada Health,Alenda Johnson,Love it! It point on analyzed my diseases.,5,0,2023-10-19 00:17:44,"Hi,
We appreciate hearing your thoughts.
It's always great to hear how Ada has helped our users.
we're always looking for ways to improve. We would love to hear more about your experience. Please feel free to email us at support@ada.com to share a bit more about your Ada journey.
Take care of yourself,
Ada Team",2023-10-20 03:35:07,3.37.0,en,us
6ce4df69-be81-4993-ba2f-7e212e6c4dce,Ada Health,Consuelo Balderrama,Super helpful in time of need.,5,0,2023-10-18 21:22:21,"Hi,
Thank you for sharing your feedback.
We're so happy to hear that you found Ada useful.
Hearing about experiences like your own helps us to build a better product. Feel free to reach out to us at support@ada.com to provide further feedback.
Take care of yourself, Ada Team",2023-10-20 03:36:51,3.37.0,en,us
3b31d477-8283-4a96-babb-b88eb7ebccaf,Ada Health,Njoroge Brian,"Love this app. But still, visit a medical doctor.",5,0,2023-10-18 12:54:06,"Hi,
Thanks for sharing your experience with Ada.
It's wonderful that Ada was able to help you.
If you'd like to share more about your experience, please don't hesitate to reach out to us at support@ada.com.
Take care of yourself,
Ada Team",2023-10-20 03:38:58,3.37.0,en,us
f3a6f911-111c-4600-ac34-e7a566e71466,Ada Health,Ian lee,It's very helpful,4,0,2023-10-18 05:28:57,"Hi,
We appreciate hearing your thoughts.
It's always great to hear how Ada has helped our users.
we're always looking for ways to improve. We would love to hear more about your experience. Please feel free to email us at support@ada.com to share a bit more about your Ada journey.
Take care of yourself,
Ada Team",2023-10-20 03:39:42,3.37.0,en,us
1d2ae986-ab42-46c4-ab0c-02de614fc70e,Ada Health,Adrian Dreghiciu,Very useful with very precise questions related to your simptoms,5,0,2023-10-18 05:15:20,"Hi,
Thanks for sharing your experience with Ada.
It's wonderful that Ada was able to help you.
If you'd like to share more about your experience, please don't hesitate to reach out to us at support@ada.com.
Take care of yourself,
Ada Team",2023-10-20 03:40:48,3.37.0,en,us
96443aec-b033-460d-a6f0-42ffcaefaa75,Ada Health,Pamela Burton,A very straightforward symptom checker and I threw some complicated symptoms at it. I am interested in the testin analysis.,5,0,2023-10-18 01:59:57,"Hi,
Thanks for sharing your experience with Ada.
It's wonderful that Ada was able to help you.
If you'd like to share more about your experience, please don't hesitate to reach out to us at support@ada.com.
Take care of yourself,
Ada Team",2023-10-20 03:41:18,3.37.0,en,us
976334c4-e0d1-41f4-90cb-0debb6f65a82,Ada Health,Jackson Sprian,Am so excited for this app it's helpful 😂,5,0,2023-10-17 08:42:36,"Hi,
We appreciate hearing your thoughts.
It's always great to hear how Ada has helped our users.
we're always looking for ways to improve. We would love to hear more about your experience. Please feel free to email us at support@ada.com to share a bit more about your Ada journey.
Take care of yourself,
Ada Team",2023-10-20 03:45:13,3.37.0,en,us
c23f0fed-d8e9-4eb6-96c3-d577577fa981,Ada Health,papa boahene,Great app,5,0,2023-10-17 07:26:49,"Hi,
Thanks for sharing your experience with Ada.
It's wonderful that Ada was able to help you.
If you'd like to share more about your experience, please don't hesitate to reach out to us at support@ada.com.
Take care of yourself,
Ada Team",2023-10-20 03:57:25,3.37.0,en,us
28e8ca04-18e2-42c6-a326-c940278e3481,Ada Health,Glenn Saulong,Very precise,5,0,2023-10-17 04:10:32,"Hi,
Thanks for sharing your experience with Ada.
It's wonderful that Ada was able to help you.
If you'd like to share more about your experience, please don't hesitate to reach out to us at support@ada.com.
Take care of yourself,
Ada Team",2023-10-20 03:57:54,,en,us
27631749-1de7-4afe-974f-5636910f47f4,Ada Health,Bethanie Ferguson,"Gives a general idea of possibilities of a round about guess of indications. Answers give assistance for a person to get a logical assessment and provides a detailed starting point to further their medical diagnosis. Of course, a person should take this information to your GP and never self diagnosis.",4,0,2023-10-16 22:36:53,"Hi,
Thanks for sharing your experience with Ada.
It's wonderful that Ada was able to help you.
If you'd like to share more about your experience, please don't hesitate to reach out to us at support@ada.com.
Take care of yourself,
Ada Team",2023-10-20 03:58:57,,en,us
248c4197-7dae-4abf-8621-418707ef0249,Ada Health,Cher Chong,Helpful better than physicians,5,0,2023-10-16 20:23:03,"Hi,
We appreciate hearing your thoughts.
It's always great to hear how Ada has helped our users.
If you have further feedback you'd like to share, we'd love to hear it. Drop us a line at support@ada.com.
Take care of yourself,
Ada Team",2023-10-20 03:59:33,3.37.0,en,us
c87e1016-f1f6-4e19-9a13-3236a38b8942,Ada Health,A Google user,Very good app. Realistic and thorough.,5,0,2023-10-16 11:25:43,"Hi,
Thank you for sharing your feedback.
We're so happy to hear that you found Ada useful.
Hearing about experiences like your own helps us to build a better product. Feel free to reach out to us at support@ada.com to provide further feedback.
Take care of yourself, Ada Team",2023-10-20 04:13:34,3.36.0,en,us
60a57d26-8d68-4689-84ae-5cb49156a2b3,Ada Health,Alene Kassahun,"Waw, very helpful app",1,0,2023-10-16 07:05:02,"Hello, thank you for the feedback. If you really enjoyed Ada we would appreciate you giving us a higher rating, this helps us tremendously.

Thank you for your support. :)

Take care of yourself,
Ada Team",2023-10-20 04:16:17,3.37.0,en,us
57e4dafb-d0d3-436f-83eb-e6c4976d6a74,Ada Health,Cvhuilour!! 1! 1,You'll know why when you download it<3.,5,0,2023-10-16 06:50:27,"Hi,
Thanks for sharing your experience with Ada.
It's wonderful that Ada was able to help you.
If you'd like to share more about your experience, please don't hesitate to reach out to us at support@ada.com.
Take care of yourself,
Ada Team",2023-10-20 04:16:56,,en,us
083017a5-2f5b-4065-b0b2-a44f87109d07,Ada Health,Muloke Muyunda,"Very helpful, it feels nice to know that what you were thinking of has been outlined as a first impression",4,0,2023-10-16 06:42:19,"Hi,
Thank you for your feedback.
We're really glad that Ada could help you out.
If you have further feedback you'd like to share, we'd love to hear it. Drop us a line at support@ada.com.
Take care of yourself,
Ada Team",2023-10-20 04:18:00,3.36.0,en,us
df84094f-948c-4def-82da-36e9171502f3,Ada Health,Heidi Smith Kiser-Byers,"I really like this app, it's very helpful. I'm not sure of the accuracy but it gives you an idea of the possibilities.",4,0,2023-10-15 18:55:16,"Hi,
We appreciate hearing your thoughts.
It's always great to hear how Ada has helped our users.
we're always looking for ways to improve. We would love to hear more about your experience. Please feel free to email us at support@ada.com to share a bit more about your Ada journey.
Take care of yourself,
Ada Team",2023-10-20 04:18:36,3.37.0,en,us
9796fa46-8ec0-4c5c-b37f-85dd242c3a86,Ada Health,Wendy Singleton,"This app is awesome! I actually put in the symptoms of a condition I had recently been diagnosed with, just to see how accurate it would be... And, after answering maybe, 10-15 questions the app had asked me, I was instantly provided w/a ""report"" listing 3 possible conditions that could be causing the symptoms I'd provided, and sure enough, the very 1st one on their list, was the one I was diagnosed with... & the other 2 were mentioned as possible alternatives, by my PCP, also!!! 5 Stars!",5,11,2023-10-15 10:50:56,"Hi,
Thank you for your feedback.
We're really glad that Ada could help you out.
If you have further feedback you'd like to share, we'd love to hear it. Drop us a line at support@ada.com.
Take care of yourself,
Ada Team",2023-10-20 03:47:09,3.37.0,en,us
e325c249-b935-4f1b-9b47-a7166f914808,Ada Health,Joseph Seph,"Good app with future improvements it will be a great deal. The updated version is very user-friendly and with thorough assessment. Work on share, print, save, etc. Such tools will be top-notch.",5,0,2023-10-14 20:32:32,"Hi,
Thank you for your feedback. We always aim to learn more about our users' needs, and we appreciate hearing from everyone about the issues that affect them.
If you have more ideas, or want to share more about this, please feel free to reach out to us at support@ada.com.
Take care of yourself,
Ada Team",2023-10-20 04:35:05,3.1.2,en,us
ff2c06eb-3eac-4e17-a51d-c1cf42717fd7,Ada Health,gibrilla koroma,It will help,4,0,2023-10-14 18:29:40,"Hi,
We appreciate hearing your thoughts.
It's always great to hear how Ada has helped our users.
we're always looking for ways to improve. We would love to hear more about your experience. Please feel free to email us at support@ada.com to share a bit more about your Ada journey.
Take care of yourself,
Ada Team",2023-10-20 03:47:26,,en,us
d4a01163-6dc1-4075-9615-a558c3394c10,Ada Health,charisse agbuya,Fast and good service ...I get more aware in taking care of my self and also my family with this app.Godbless.,5,0,2023-10-14 12:15:51,"Hi,
We appreciate hearing your thoughts.
It's always great to hear how Ada has helped our users.
we're always looking for ways to improve. We would love to hear more about your experience. Please feel free to email us at support@ada.com to share a bit more about your Ada journey.
Take care of yourself,
Ada Team",2023-10-20 04:20:27,3.37.0,en,us
c829560e-96dd-43cc-a73e-aed81d119410,Ada Health,ruby ann hipolito,"Accurate, easy to navigate and understand.",5,0,2023-10-14 10:21:43,"Hi,
Thanks for sharing your experience with Ada.
It's wonderful that Ada was able to help you.
If you'd like to share more about your experience, please don't hesitate to reach out to us at support@ada.com.
Take care of yourself,
Ada Team",2023-10-20 03:56:20,,en,us
4672141e-239d-46bc-aa14-91971f0984e1,Ada Health,Anderson Moore (TriniGP),This app should be mandatory for persons with conditions to see what is happening before going to a doctor,4,0,2023-10-13 09:47:03,"Hi,
Thanks for sharing your experience with Ada.
It's wonderful that Ada was able to help you.
If you'd like to share more about your experience, please don't hesitate to reach out to us at support@ada.com.
Take care of yourself,
Ada Team",2023-10-20 04:27:17,3.37.0,en,us
098b1cd0-839c-4c0e-afdf-ee225a380902,Ada Health,T Series (Elishadai),This a Very Useful and Helpful App concerning Health Care i give it 5 Stars***** as it provides the actual solution to our health.,5,0,2023-10-13 09:22:09,,,3.37.0,en,us
278c27a0-f470-48c9-bbfb-c9e305e72dd8,Ada Health,ThatChickZoe,Honestly helped before going to the doctor and it was helpful Ada symptom checkers is pretty accurate in my experience It was right I had bronchitis,4,0,2023-10-13 04:13:13,"Hi,
Thanks for sharing your experience with Ada.
It's wonderful that Ada was able to help you.
If you'd like to share more about your experience, please don't hesitate to reach out to us at support@ada.com.
Take care of yourself,
Ada Team",2023-10-20 03:56:49,3.37.0,en,us
02cb1a06-c3d0-480e-b97f-8eb8bed738ff,Ada Health,Khensane Johanna,You doing a great job,5,0,2023-10-11 22:25:42,"Hi,
Thank you for your feedback.
We're really glad that Ada could help you out.
If you have further feedback you'd like to share, we'd love to hear it. Drop us a line at support@ada.com.
Take care of yourself,
Ada Team",2023-10-16 00:33:40,3.37.0,en,us
4d1d961e-29fb-4799-913e-8e6f8a4d7746,Ada Health,Martha Alamo,It's almost better than diagnosis,5,0,2023-10-11 16:53:54,"Hi,
Thank you for your feedback.
We're really glad that Ada could help you out.
If you have further feedback you'd like to share, we'd love to hear it. Drop us a line at support@ada.com.
Take care of yourself,
Ada Team",2023-10-16 00:34:26,3.37.0,en,us
1390430a-c2e1-4283-b6b6-86e9fad67904,Ada Health,Me Barlau,Very helpful,5,0,2023-10-11 02:44:31,"Hi,
Thank you for your feedback.
We're really glad that Ada could help you out.
If you have further feedback you'd like to share, we'd love to hear it. Drop us a line at support@ada.com.
Take care of yourself,
Ada Team",2023-10-16 00:35:56,3.36.0,en,us
a5e75985-9a65-4540-b73f-b0f18006fd59,Ada Health,Peri Abernathy,Very useful information for my systems.,4,0,2023-10-10 22:53:22,"Hi,
We appreciate hearing your thoughts.
It's always great to hear how Ada has helped our users.
we're always looking for ways to improve. We would love to hear more about your experience. Please feel free to email us at support@ada.com to share a bit more about your Ada journey.
Take care of yourself,
Ada Team",2023-10-16 00:33:21,3.37.0,en,us
1941d5e1-ba7b-42cc-ade8-f51b7e9abbbd,Ada Health,Ifraan KhAN,Awesome app,5,0,2023-10-10 17:57:53,"Hi,
Thank you for sharing your feedback.
We're so happy to hear that you found Ada useful.
Hearing about experiences like your own helps us to build a better product. Feel free to reach out to us at support@ada.com to provide further feedback.
Take care of yourself, Ada Team",2023-10-16 00:32:51,3.37.0,en,us
36b1ed4a-c9a6-456f-a512-f0366022cd86,Ada Health,Carolyn Slack,Great tool for symptom checking - very accurate results!,5,0,2023-10-10 11:09:12,"Hi,
Thank you for sharing your feedback.
We're so happy to hear that you found Ada useful.
Hearing about experiences like your own helps us to build a better product. Feel free to reach out to us at support@ada.com to provide further feedback.
Take care of yourself, Ada Team",2023-10-16 00:32:36,3.36.0,en,us
a8f624b8-eefb-4ff8-9b24-668996a1124f,Ada Health,Chantyl Smith,Very helpful.,5,0,2023-10-10 06:02:13,"Hi,
Thank you for sharing your feedback.
We're so happy to hear that you found Ada useful.
Hearing about experiences like your own helps us to build a better product. Feel free to reach out to us at support@ada.com to provide further feedback.
Take care of yourself, Ada Team",2023-10-16 00:32:09,3.37.0,en,us
8f80e9f9-4140-4680-a1ed-0cb21dd457fe,Ada Health,Kathy Piltz,Very informative,5,0,2023-10-09 01:37:04,"Hi,
Thank you for your feedback.
We're really glad that Ada could help you out.
If you have further feedback you'd like to share, we'd love to hear it. Drop us a line at support@ada.com.
Take care of yourself,
Ada Team",2023-10-16 00:28:04,3.36.0,en,us
44e38a42-fabe-4226-ae89-65c2a0706255,Ada Health,Liz3592,"Helpful tool, confirming answers for my strange set of symtoms. Like that it listed other possibilities.",5,1,2023-10-09 01:09:31,"Hi,
We appreciate hearing your thoughts.
It's always great to hear how Ada has helped our users.
If you have further feedback you'd like to share, we'd love to hear it. Drop us a line at support@ada.com.
Take care of yourself,
Ada Team",2023-10-16 00:27:46,3.36.0,en,us
2e836f39-0f2d-4f86-b23e-d4c9ddf4da24,Ada Health,Andrew Tillstrom,Loved it,5,0,2023-10-08 21:00:18,"Hi,
Thank you for your feedback.
We're really glad that Ada could help you out.
If you have further feedback you'd like to share, we'd love to hear it. Drop us a line at support@ada.com.
Take care of yourself,
Ada Team",2023-10-16 00:27:11,3.37.0,en,us
256f873e-5ea8-4c18-af95-4470a943bb8e,Ada Health,Michael Shea,I m unable to change a deactivated email address. There is no way to change or update to a current email in order to receive notification etc Please advise me how to change my email without loosing my history.,4,0,2023-10-08 19:12:16,,,,en,us
8b1701fb-01af-4083-8f68-17b5b1c9b0b1,Ada Health,Emmanuel Lesotlho,has never missed,4,0,2023-10-08 14:02:03,"Hi,
Thank you for sharing your feedback.
We're so happy to hear that you found Ada useful.
Hearing about experiences like your own helps us to build a better product. Feel free to reach out to us at support@ada.com to provide further feedback.
Take care of yourself, Ada Team",2023-10-16 00:26:11,3.10.1,en,us
f743bcca-6d97-4fb5-b5e7-949e1c5281d3,Ada Health,R3nni0,Great app for everyone with some medical issues or suspisous feeling on your self .,5,0,2023-10-08 07:17:11,"Hi,
Thanks for sharing your experience with Ada.
It's wonderful that Ada was able to help you.
If you'd like to share more about your experience, please don't hesitate to reach out to us at support@ada.com.
Take care of yourself,
Ada Team",2023-10-16 00:25:49,3.36.0,en,us
2ad1f8fa-24ff-4b15-aff9-85216aa4e387,Ada Health,Sandi Jo Goodwin,"Good questions , and hopefully the right answers - I shall make an appointment with doctor for further information - thanks",5,0,2023-10-08 02:56:05,"Hi,
Thank you for sharing your feedback.
We're so happy to hear that you found Ada useful.
Hearing about experiences like your own helps us to build a better product. Feel free to reach out to us at support@ada.com to provide further feedback.
Take care of yourself, Ada Team",2023-10-16 00:25:34,3.36.0,en,us
2c493aca-7716-4644-a33d-3fc48351f4bd,Ada Health,daniel madumere,The app really helps you know things surrounding your illness...,4,0,2023-10-07 23:18:18,"Hi,
We appreciate hearing your thoughts.
It's always great to hear how Ada has helped our users.
we're always looking for ways to improve. We would love to hear more about your experience. Please feel free to email us at support@ada.com to share a bit more about your Ada journey.
Take care of yourself,
Ada Team",2023-10-16 00:24:31,3.36.0,en,us
42b45998-6a83-4158-a747-e836ece76f29,Ada Health,Katherine Adames,Very helpful app and I recommend it to everyone,5,0,2023-10-07 14:01:03,"Hi,
Thank you for sharing your feedback.
We're so happy to hear that you found Ada useful.
Hearing about experiences like your own helps us to build a better product. Feel free to reach out to us at support@ada.com to provide further feedback.
Take care of yourself, Ada Team",2023-10-16 00:21:55,3.36.0,en,us
